utt_keys,utterance,emotion,v,a,d,emo_evo,start,end
Ses05M_script01_2_F003,,xxx,2.3333,2,2.3333,"[['sad'], ['neu'], ['ang']]",31.32,33.73
Ses05M_script01_2_M003,,neu,2.6667,3,2.6667,"[['fru'], ['neu'], ['neu']]",33.79,37.11
Ses05M_script01_2_F004,,neu,2.3333,2.3333,2.6667,"[['sad'], ['neu'], ['neu']]",36.39,38.88
Ses05M_script01_2_M004,,fru,3,3.3333,2.6667,"[['fru'], ['fru'], ['neu']]",39.03,42.41
Ses05M_script01_2_F005,,ang,2,3.3333,3,"[['sad'], ['ang'], ['ang']]",42.26,44.63
Ses05M_script01_2_M005,,fru,2.3333,3,2.6667,"[['fru'], ['fru'], ['fru']]",44.31,47.68
Ses05M_script01_2_F006,,xxx,2,3.3333,3.3333,"[['sad'], ['ang'], ['fru']]",48.28,52.23
Ses05M_script01_2_M006,,xxx,2.6667,2.6667,2.6667,"[['fru'], ['ang'], ['neu']]",51.81,55.45
Ses05M_script01_2_F007,,xxx,2,3.3333,3.6667,"[['sad'], ['ang'], ['neu']]",55.26,63.19
Ses05M_script01_2_M007,,fru,2,3.3333,3,"[['fru'], ['ang'], ['fru']]",62.77,66.17
Ses05M_script01_2_F008,,xxx,2,2.6667,3.6667,"[['sad'], ['ang'], ['neu']]",66.34,75.73
Ses05M_script01_2_M008,,fru,2.6667,3.3333,3,"[['fru'], ['fru'], ['fru']]",75.06,79.5
Ses05M_script01_2_F009,,xxx,2.3333,3.3333,3.6667,"[['sad'], ['ang'], ['neu']]",79.11,87.46
Ses05M_script01_2_M009,,fru,1.6667,3.6667,3,"[['fru'], ['ang'], ['fru']]",86.84,89.65
Ses05M_script01_2_F010,,fru,2,4,4,"[['fru', 'sad'], ['ang'], ['fru']]",88.41,98.01
Ses05M_script01_2_M010,,fru,2.3333,3,2.6667,"[['fru'], ['fru'], ['fru']]",97.51,99.04
Ses05M_script01_2_F011,,fru,1.6667,4,4,"[['fru'], ['ang'], ['fru']]",98.51,105.2
Ses05M_script01_2_F012,,xxx,1.6667,4.3333,4.3333,"[['fru'], ['ang'], ['fru', 'ang']]",105.24,112.16
Ses05M_script01_2_M011,,fru,2.6667,2.3333,3.3333,"[['fru'], ['fru'], ['neu']]",111.82,113.93
Ses05M_script01_2_F013,,xxx,2,2.6667,3,"[['fru'], ['sad'], ['neu']]",114.06,117.53
Ses05M_script01_2_M012,,fru,3,3.3333,3.3333,"[['fru'], ['fru'], ['neu']]",116.98,119.21
Ses05M_script01_2_F014,,fru,3,3.3333,3,"[['fru'], ['ang'], ['fru']]",118.61,123.15
Ses05M_script01_2_M013,,fru,3,3.3333,3.3333,"[['fru'], ['fru'], ['ang']]",122.69,124.72
Ses05M_script01_2_F015,,ang,2,3.6667,3.6667,"[['ang'], ['ang'], ['fru']]",123.46,126.44
Ses05M_script01_2_M014,,xxx,2.3333,3.6667,3,"[['fru'], ['sur'], ['ang']]",126.89,130.42
Ses05M_script01_2_F016,,xxx,2.3333,2.3333,2,"[['ang'], ['sad'], ['neu']]",130.53,133.18
Ses05M_script01_2_M015,,ang,2,4,4,"[['ang'], ['ang'], ['ang']]",132.84,136.22
Ses05M_script01_2_F017,,ang,2,3.6667,2.6667,"[['ang'], ['ang'], ['neu']]",135.41,136.9
Ses05M_script01_2_M016,,ang,1.6667,4,4.3333,"[['ang'], ['ang'], ['ang']]",136.6,140.58
Ses05F_impro07_F000,,exc,4.5,3.5,3.5,"[['exc'], ['hap'], ['exc']]",2.7258,4.66
Ses05F_impro07_M000,,exc,4,3,3.5,"[['exc'], ['hap'], ['exc'], ['hap']]",4.24,5.2953
Ses05F_impro07_F001,,exc,4.5,3,4,"[['exc'], ['exc'], ['exc']]",5.02,7.81
Ses05F_impro07_M001,,exc,4,3.5,3.5,"[['exc'], ['sur'], ['exc'], ['sur']]",7.15,10.08
Ses05F_impro07_F002,,exc,4,3,3,"[['exc'], ['exc'], ['exc']]",9.23,10.25
Ses05F_impro07_M002,,exc,4.5,4.5,4,"[['exc'], ['exc'], ['exc'], ['exc']]",10.11,12.34
Ses05F_impro07_F003,,exc,4.5,3,3,"[['exc'], ['hap'], ['exc']]",11.08,12.57
Ses05F_impro07_M003,,exc,4.5,3.5,4,"[['exc'], ['hap'], ['exc'], ['hap']]",12.36,14.26
Ses05F_impro07_F004,,exc,4.5,3.5,4,"[['exc'], ['hap'], ['exc']]",13.65,14.79
Ses05F_impro07_M004,,exc,4.5,3.5,4,"[['exc'], ['hap'], ['exc'], ['hap']]",14.45,17.7449
Ses05F_impro07_F005,,exc,4.5,3,4,"[['exc'], ['hap'], ['exc']]",14.97,16.7
Ses05F_impro07_M005,,exc,3.5,3,3.5,"[['exc'], ['hap'], ['exc'], ['hap']]",17.7762,19.94
Ses05F_impro07_F006,,hap,4,3,3.5,"[['hap'], ['hap'], ['neu']]",19.37,21.68
Ses05F_impro07_M006,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc'], ['fru']]",21.06,25.82
Ses05F_impro07_F007,,neu,4.5,2.5,3,"[['hap'], ['neu'], ['neu']]",24.01,27.77
Ses05F_impro07_M007,,hap,3.5,3.5,4.5,"[['hap'], ['hap'], ['neu'], ['oth']]",27.2,31.37
Ses05F_impro07_F008,,exc,4.5,4,4.5,"[['exc'], ['sur'], ['exc']]",30.8,35.79
Ses05F_impro07_M008,,exc,4.5,4,4,"[['exc'], ['exc'], ['exc'], ['exc']]",31.62,34.09
Ses05F_impro07_M009,,exc,3.5,3,3,"[['exc'], ['hap'], ['exc'], ['neu']]",34.9,42.61
Ses05F_impro07_F009,,xxx,3.5,2.5,3.5,"[['exc'], ['hap'], ['neu']]",41.98,45.04
Ses05F_impro07_M010,,xxx,4,2.5,3,"[['exc'], ['hap'], ['neu'], ['hap']]",43.43,44.9
Ses05F_impro07_M011,,exc,4,3,3.5,"[['exc'], ['hap'], ['exc'], ['exc']]",44.94,50.17
Ses05F_impro07_F010,,xxx,4,3,3,"[['exc'], ['hap'], ['neu']]",47.74,49.74
Ses05F_impro07_F011,,exc,4.5,3.5,4,"[['exc'], ['exc'], ['exc']]",49.76,52.88
Ses05F_impro07_M012,,exc,4.5,3,4,"[['exc'], ['exc'], ['exc'], ['exc']]",50.66,53.3286
Ses05F_impro07_M013,,exc,4.5,4,4,"[['exc'], ['exc'], ['exc'], ['hap']]",53.3599,55.99
Ses05F_impro07_F012,,exc,4.5,4,4,"[['exc'], ['exc'], ['exc']]",54.16,58.26
Ses05F_impro07_M014,,exc,4.5,3,4,"[['exc'], ['hap'], ['exc'], ['hap']]",56.79,60.95
Ses05F_impro07_F013,,exc,4,3,3.5,"[['exc'], ['exc'], ['exc']]",60.24,64.57
Ses05F_impro07_M015,,exc,4.5,3.5,4.5,"[['exc'], ['exc'], ['exc'], ['hap']]",63.73,71.24
Ses05F_impro07_F014,,exc,4.5,3.5,4,"[['exc'], ['exc'], ['exc']]",70.8,73.34
Ses05F_impro07_M016,,exc,4.5,4.5,4.5,"[['exc'], ['exc'], ['exc'], ['exc']]",72.37,77.5
Ses05F_impro07_F015,,exc,4.5,3,3.5,"[['exc'], ['exc'], ['exc']]",75.27,76.66
Ses05F_impro07_F016,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc']]",77.12,79.84
Ses05F_impro07_M017,,exc,4,3.5,4,"[['exc'], ['hap'], ['exc'], ['exc']]",79.03,81.54
Ses05F_impro07_M018,,exc,3.5,3,4,"[['exc'], ['hap'], ['exc'], ['neu']]",81.57,88.16
Ses05F_impro07_F017,,exc,3.5,2.5,2.5,"[['exc'], ['hap'], ['exc']]",85.88,87.12
Ses05F_impro07_F018,,xxx,3.5,2.5,3,"[['exc'], ['hap'], ['neu']]",88.05,89.47
Ses05F_impro07_M019,,exc,2.5,2.5,3,"[['exc'], ['hap'], ['exc'], ['fru']]",89.22,90.16
Ses05F_impro07_M020,,exc,3,3.5,3.5,"[['exc'], ['hap'], ['exc'], ['fru']]",90.17,96.2
Ses05F_impro07_F019,,xxx,3.5,2.5,3,"[['exc'], ['hap'], ['neu']]",90.67,93.07
Ses05F_impro07_F020,,xxx,4,3,3,"[['exc'], ['hap'], ['neu']]",93.63,94.51
Ses05F_impro07_F021,,exc,4.5,3,3.5,"[['exc'], ['exc'], ['exc']]",95.57,98.8
Ses05F_impro07_M021,,exc,3,3,4,"[['exc'], ['hap'], ['exc'], ['fea']]",97.78,101.5
Ses05F_impro07_F022,,xxx,4,3.5,3.5,"[['exc'], ['hap'], ['neu']]",101.17,103.45
Ses05F_impro07_M022,,xxx,3.5,4,3.5,"[['exc'], ['hap'], ['neu'], ['neu']]",102.45,104.76
Ses05F_impro07_F023,,exc,4.5,4,4,"[['exc'], ['hap'], ['exc']]",104.24,108.42
Ses05F_impro07_M023,,xxx,4,3.5,4,"[['exc'], ['hap'], ['neu'], ['neu']]",107.77,118.16
Ses05F_impro07_F024,,exc,4,3,3.5,"[['exc'], ['hap'], ['exc']]",117.3,119.36
Ses05F_impro07_M024,,exc,4.5,3.5,4.5,"[['exc'], ['exc'], ['exc'], ['exc']]",118.97,122.64
Ses05F_impro07_F025,,exc,4,2.5,3.5,"[['exc'], ['hap'], ['exc']]",119.44,121.72
Ses05F_impro07_M025,,exc,4,4,4,"[['exc'], ['exc'], ['exc'], ['hap']]",122.65,128.77
Ses05F_impro07_F026,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc']]",123.69,124.93
Ses05F_impro07_F027,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc']]",125.05,126.54
Ses05F_impro07_M026,,exc,4,3.5,3.5,"[['exc'], ['exc'], ['exc'], ['hap']]",128.8,131.53
Ses05F_impro07_F028,,exc,5,4,4,"[['exc'], ['hap'], ['exc']]",129.9,133.96
Ses05F_impro07_M027,,exc,4,3.5,4,"[['exc'], ['hap'], ['exc'], ['hap']]",132.69,136.23
Ses05F_impro07_F029,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc']]",135.73,139.15
Ses05F_impro07_M028,,xxx,3.5,3.5,4,"[['exc'], ['hap'], ['neu'], ['fru']]",137.96,143.97
Ses05F_impro07_M029,,exc,4,3.5,4,"[['exc'], ['hap'], ['exc'], ['hap']]",143.98,149.67
Ses05F_impro07_F030,,exc,5,4.5,4,"[['exc'], ['exc'], ['exc']]",144.47,146.71
Ses05F_impro07_F031,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc']]",147.16,149.35
Ses05F_impro07_F032,,exc,4,3,3.5,"[['exc'], ['hap'], ['exc']]",149.5,152.36
Ses05F_impro07_M030,,exc,4,3.5,4.5,"[['exc'], ['hap'], ['exc'], ['oth']]",151.02,161.48
Ses05F_impro07_F033,,exc,5,4,4,"[['exc'], ['hap'], ['exc']]",158.12,160.02
Ses05F_impro07_M031,,exc,4,3.5,3.5,"[['exc'], ['exc'], ['exc'], ['hap']]",161.57,163.08
Ses05F_impro07_F034,,exc,4,2.5,3,"[['exc'], ['hap'], ['exc']]",162.81,164.04
Ses05F_impro07_M032,,exc,4.5,4,4,"[['exc'], ['hap'], ['exc'], ['exc']]",164.35,170.8
Ses05F_impro07_F035,,exc,3.5,3,3.5,"[['exc'], ['hap'], ['exc']]",169.44,172.37
Ses05F_impro07_M033,,exc,4,3.5,3.5,"[['exc'], ['hap'], ['exc'], ['exc']]",171.63,173.14
Ses05F_impro07_F036,,exc,3.5,2.5,3,"[['exc'], ['hap'], ['exc']]",172.66,174.02
Ses05F_impro07_M034,,exc,4,3,3,"[['exc'], ['hap'], ['exc'], ['neu']]",173.65,175.54
Ses05F_impro07_F037,,exc,4,2.5,2.5,"[['exc'], ['hap'], ['exc']]",174.65,175.73
Ses05F_impro07_M035,,exc,3.5,3,3.5,"[['exc'], ['hap'], ['exc'], ['neu']]",175.55,178.95
Ses05F_impro07_F038,,exc,4.5,3.5,4,"[['exc'], ['exc'], ['exc']]",177.21,179.14
Ses05F_impro07_M036,,exc,4,3.5,3.5,"[['exc'], ['exc'], ['exc'], ['exc']]",179.0466,185.33
Ses05F_impro07_F039,,exc,4.5,3.5,3.5,"[['exc'], ['exc'], ['exc']]",179.6,180.76
Ses05F_impro01_F000,,neu,4,2.5,3,"[['neu'], ['neu'], ['neu']]",3.6132,6.17
Ses05F_impro01_M000,,neu,2.5,2.5,4,"[['fru'], ['neu'], ['neu']]",5.78,14.78
Ses05F_impro01_F001,,fru,2.5,3,3,"[['fru'], ['fru'], ['fru']]",14.15,19.49
Ses05F_impro01_M001,,xxx,2.5,3,3.5,"[['fru'], ['neu'], ['oth']]",17.64,24.16
Ses05F_impro01_F002,,fru,2.5,3,3.5,"[['fru'], ['fru'], ['fru']]",22.85,26.9
Ses05F_impro01_M002,,xxx,2,3,3.5,"[['fru'], ['neu'], ['oth']]",26.65,31.48
Ses05F_impro01_F003,,fru,2.5,3,3,"[['fru'], ['neu'], ['fru']]",29.98,34.46
Ses05F_impro01_M003,,neu,2,4,3.5,"[['fru'], ['neu'], ['neu']]",34.11,40.88
Ses05F_impro01_F004,,fru,2.5,3.5,3,"[['fru'], ['fru'], ['fru']]",39.48,42.18
Ses05F_impro01_M004,,fru,2,4,4,"[['fru'], ['fru'], ['oth']]",41.11,44.39
Ses05F_impro01_F005,,fru,2.5,3.5,3,"[['fru'], ['neu'], ['fru']]",42.84,45.78
Ses05F_impro01_M005,,fru,2,4,4,"[['fru'], ['fru'], ['oth']]",44.42,48.16
Ses05F_impro01_F006,,fru,2,3.5,4,"[['ang'], ['fru'], ['fru']]",46.82,53.74
Ses05F_impro01_M006,,fru,2,3.5,4.5,"[['fru'], ['fru'], ['oth']]",52.11,59.09
Ses05F_impro01_F007,,fru,2,3.5,4,"[['fru'], ['neu'], ['fru']]",58.28,65.33
Ses05F_impro01_M007,,fru,2,3,3,"[['fru'], ['fru'], ['oth']]",67.69,69.34
Ses05F_impro01_F008,,neu,2,3.5,3.5,"[['fru'], ['neu'], ['neu']]",65.34,69.58
Ses05F_impro01_M008,,fru,2,4,4,"[['fru'], ['fru'], ['oth']]",69.37,74.36
Ses05F_impro01_F009,,fru,1.5,3,3.5,"[['fru'], ['fru'], ['fru']]",74.06,76.68
Ses05F_impro01_M009,,fru,1.5,3.5,4,"[['fru'], ['fru'], ['oth']]",76.16,87.3
Ses05F_impro01_F010,,fru,1.5,3.5,3.5,"[['fru'], ['fru'], ['fru']]",86.89,88.5
Ses05F_impro01_M010,,fru,2.5,3.5,3.5,"[['fru'], ['fru'], ['fru']]",87.6,89.6
Ses05F_impro01_F011,,fru,2,3,3.5,"[['fru'], ['fru'], ['fru']]",88.52,91.5428
Ses05F_impro01_M011,,fru,1.5,3.5,4.5,"[['fru'], ['fru'], ['fru', 'oth']]",91.31,99.88
Ses05F_impro01_F012,,fru,2,3.5,4,"[['fru'], ['neu'], ['fru']]",96.25,101.6
Ses05F_impro01_M012,,fru,1.5,4,4.5,"[['fru'], ['ang'], ['fru', 'oth']]",100.52,110.6
Ses05F_impro01_M013,,fru,1.5,4,4.5,"[['fru'], ['ang'], ['fru']]",111.08,118.47
Ses05F_impro01_F013,,fru,2,3.5,4,"[['fru'], ['fru'], ['fru']]",117.86,128.73
Ses05F_impro01_M014,,fru,2,4,4,"[['fru'], ['fru'], ['fru']]",127.97,131.11
Ses05F_impro01_F014,,fru,2,4,4.5,"[['fru'], ['ang'], ['fru']]",130.3,134.77
Ses05F_impro01_M015,,fru,2,3.5,4,"[['fru'], ['ang'], ['fru']]",132.11,135.5
Ses05F_impro01_F015,,fru,2.5,3,3,"[['fru'], ['ang'], ['fru']]",135.38,136.73
Ses05F_impro01_M016,,xxx,2,3.5,4,"[['fru'], ['ang'], ['oth']]",135.54,140
Ses05F_impro01_F016,,fru,1.5,3.5,4.5,"[['fru'], ['ang'], ['fru']]",136.76,140.55
Ses05F_impro01_M017,,fru,2,3,4,"[['fru'], ['fru'], ['oth']]",140.15,145.88
Ses05F_impro01_F017,,ang,1.5,4,4,"[['ang'], ['ang'], ['fru']]",144.68,150.7
Ses05F_impro01_M018,,fru,2,4,4,"[['fru'], ['fru'], ['fru']]",149.42,151.69
Ses05F_impro01_F018,,ang,1.5,4,4,"[['ang'], ['ang'], ['fru']]",150.95,152.51
Ses05F_impro01_M019,,fru,2.5,4,4,"[['fru'], ['fru'], ['oth']]",151.7151,157.73
Ses05F_impro01_F019,,fru,2,4,4,"[['fru'], ['ang'], ['fru']]",154.96,159.55
Ses05F_impro01_M020,,fru,2,3.5,3.5,"[['fru'], ['fru'], ['oth']]",158.43,161.22
Ses05F_impro01_F020,,ang,2,3,4,"[['ang'], ['ang'], ['fru']]",160.01,164.82
Ses05F_impro01_M021,,fru,2,3.5,4,"[['fru'], ['fru'], ['oth']]",163.35,167.67
Ses05F_impro01_F021,,fru,2,3,3.5,"[['fru'], ['ang'], ['fru']]",167.25,169.38
Ses05F_impro01_M022,,xxx,3,3.5,4,"[['fru'], ['ang'], ['oth']]",168.59,170.81
Ses05F_impro01_F022,,fru,2,3,3.5,"[['fru'], ['ang'], ['fru']]",171.71,174.13
Ses05F_impro01_M023,,fru,2,4,4.5,"[['fru'], ['fru'], ['oth']]",173.52,179.84
Ses05F_impro01_F023,,fru,2,3,2.5,"[['fru'], ['ang'], ['fru']]",179.52,181.6059
Ses05F_impro01_M024,,xxx,4,3.5,3.5,"[['fru'], ['ang'], ['neu']]",181.24,184.62
Ses05M_impro03_M000,,exc,3.6667,3.3333,2,"[['exc'], ['exc'], ['hap']]",5.1,7.05
Ses05M_impro03_F000,,neu,4,2.6667,2,"[['exc'], ['neu'], ['neu']]",6.65,8.09
Ses05M_impro03_M001,,exc,4,3.6667,3,"[['exc'], ['exc'], ['exc', 'hap']]",7.79,11.12
Ses05M_impro03_F001,,sur,4.3333,3.3333,2.3333,"[['sur'], ['sur'], ['sur']]",10.67,12.89
Ses05M_impro03_M002,,exc,4.3333,4,3,"[['exc'], ['exc'], ['exc', 'hap']]",11.4,13.52
Ses05M_impro03_F002,,exc,4.3333,3,2.6667,"[['exc'], ['sur'], ['exc']]",12.94,13.96
Ses05M_impro03_M003,,exc,4,3.6667,2.6667,"[['exc'], ['exc'], ['exc', 'hap']]",13.54,16.12
Ses05M_impro03_F003,,exc,4,3.3333,2.6667,"[['exc'], ['hap'], ['exc']]",15.9,19.35
Ses05M_impro03_M004,,hap,4,3.6667,3.3333,"[['hap'], ['hap'], ['exc']]",18.03,25.1
Ses05M_impro03_F004,,exc,4,3.3333,2.6667,"[['hap'], ['exc'], ['exc']]",19.62,22.37
Ses05M_impro03_M005,,xxx,4,4,3,"[['exc'], ['hap'], ['exc', 'hap']]",25.11,31.57
Ses05M_impro03_F005,,hap,4.3333,3,2,"[['exc'], ['hap'], ['hap']]",29.87,31.82
Ses05M_impro03_M006,,hap,4,3.6667,3,"[['hap'], ['hap'], ['exc', 'hap']]",31.58,44.05
Ses05M_impro03_M007,,hap,4,4,3,"[['hap'], ['hap'], ['hap']]",44.06,54.66
Ses05M_impro03_F006,,neu,3.6667,2.3333,1.6667,"[['exc'], ['neu'], ['neu']]",54.11,55.49
Ses05M_impro03_M008,,hap,4,3.6667,3,"[['hap'], ['hap'], ['hap']]",54.7,65.14
Ses05M_impro03_M009,,hap,4,3.6667,3,"[['hap'], ['hap'], ['exc', 'hap']]",65.16,78.36
Ses05M_impro03_M010,,hap,4,3.6667,3,"[['exc'], ['hap'], ['hap']]",78.39,89.5469
Ses05M_impro03_M011,,hap,4.3333,3.6667,3,"[['exc'], ['hap'], ['hap']]",89.5569,103.31
Ses05M_impro03_F007,,exc,4.6667,3.6667,3,"[['exc'], ['sur'], ['exc']]",101.83,106.07
Ses05M_impro03_M012,,hap,4.6667,4,3.3333,"[['hap'], ['hap'], ['exc', 'hap']]",104.43,111.7
Ses05M_impro03_F008,,hap,4.3333,3.6667,3,"[['exc'], ['hap'], ['hap']]",106.14,108.33
Ses05M_impro03_F009,,hap,4.3333,3.6667,2.6667,"[['hap'], ['hap'], ['hap']]",108.51,111.01
Ses05M_impro03_F010,,hap,4,2.6667,2,"[['hap'], ['hap'], ['hap']]",111.02,112.33
Ses05M_impro03_M013,,hap,4,3.3333,2.6667,"[['hap'], ['hap'], ['exc', 'hap']]",111.71,115.22
Ses05M_impro03_F011,,hap,4,3,2.6667,"[['hap'], ['hap'], ['hap']]",114.12,117.95
Ses05M_impro03_M014,,hap,4,3.3333,2.6667,"[['hap'], ['hap'], ['exc', 'hap']]",116.47,123.1
Ses05M_impro03_F012,,hap,4.6667,4,2,"[['hap'], ['hap'], ['neu']]",121.72,125.36
Ses05M_impro03_M015,,hap,4.3333,3.3333,2.3333,"[['hap'], ['hap'], ['hap']]",123.11,127.7
Ses05M_impro03_F013,,hap,4,2.3333,2.3333,"[['hap'], ['hap'], ['neu']]",127.36,129.54
Ses05M_impro03_M016,,hap,4,2.6667,2.6667,"[['hap'], ['hap'], ['neu']]",128.56,141.36
Ses05M_impro03_F014,,exc,4,3.3333,2.6667,"[['hap'], ['exc'], ['exc']]",141,143.58
Ses05M_impro03_M017,,xxx,4,3,2.6667,"[['hap'], ['exc'], ['neu']]",141.42,146
Ses05M_impro03_F015,,exc,4.3333,3.3333,2.3333,"[['hap'], ['exc'], ['exc']]",144.43,146.24
Ses05M_impro03_M018,,hap,4,3.3333,2.6667,"[['hap'], ['hap'], ['hap']]",146.01,152.75
Ses05M_impro03_F016,,hap,4,2.6667,2.3333,"[['hap'], ['hap'], ['neu']]",151.52,153.36
Ses05M_impro03_M019,,neu,3,3,2.6667,"[['hap'], ['neu'], ['neu']]",153.09,155.79
Ses05M_impro03_F017,,hap,4,2.3333,2.3333,"[['hap'], ['hap'], ['neu']]",154.33,157.39
Ses05M_impro03_M020,,exc,3.6667,3.3333,2.6667,"[['exc'], ['exc'], ['neu']]",156.54,159.04
Ses05M_impro03_F018,,exc,4,3.3333,3,"[['hap'], ['exc'], ['exc']]",158.18,159.33
Ses05M_impro03_M021,,exc,4,2.6667,2.3333,"[['exc'], ['exc'], ['neu']]",159.07,160.19
Ses05M_impro03_F019,,exc,4,3,2.3333,"[['exc'], ['exc'], ['exc']]",159.73,162.7
Ses05M_impro03_M022,,xxx,4.3333,3.3333,3,"[['hap'], ['exc'], ['exc', 'hap']]",161.46,165.85
Ses05M_impro03_F020,,hap,4.3333,2.3333,2.3333,"[['hap'], ['hap'], ['hap']]",165.75,166.91
Ses05M_impro03_M023,,hap,4.3333,3,3,"[['exc'], ['hap'], ['hap']]",165.86,167.46
Ses05M_impro03_F021,,hap,3.6667,3,2.6667,"[['hap'], ['hap'], ['exc']]",168.0537,172.28
Ses05M_impro03_M024,,hap,3.6667,3.3333,3,"[['hap'], ['hap'], ['hap']]",170.95,174.59
Ses05M_impro03_F022,,hap,4,3,2.6667,"[['hap'], ['hap'], ['exc']]",172.39,174.62
Ses05M_impro03_M025,,hap,4,3.3333,2.6667,"[['exc'], ['hap'], ['hap']]",174.6,182.79
Ses05M_impro03_M026,,hap,3.6667,3,3,"[['hap'], ['hap'], ['hap']]",182.8,185.94
Ses05M_impro03_F023,,exc,4,3.3333,2.6667,"[['exc'], ['sur'], ['exc']]",184.76,186.72
Ses05M_impro03_M027,,hap,4,3.3333,3,"[['hap'], ['hap'], ['hap']]",185.97,188.85
Ses05M_impro03_F024,,xxx,4,3,2.3333,"[['hap'], ['sur'], ['neu']]",186.95,188.27
Ses05M_impro03_F025,,xxx,4,3.3333,3,"[['hap'], ['sur'], ['exc']]",188.28,190.63
Ses05M_impro03_M028,,hap,4,4,3,"[['hap'], ['exc'], ['hap']]",188.88,195.13
Ses05M_impro03_F026,,neu,3,3.3333,2.3333,"[['hap'], ['neu'], ['neu']]",194.21,196.27
Ses05M_impro03_M029,,exc,3.6667,3.6667,2.6667,"[['exc'], ['exc'], ['neu']]",195.67,202.66
Ses05M_impro03_F027,,neu,3.3333,2.6667,2.6667,"[['hap'], ['neu'], ['neu']]",200.57,204.3
Ses05M_impro03_M030,,hap,3.6667,3.6667,2.6667,"[['hap'], ['hap'], ['neu']]",203.19,210.57
Ses05M_impro03_F028,,xxx,3.3333,3.3333,2.3333,"[['hap'], ['sur'], ['exc']]",207.09,209.52
Ses05M_impro03_F029,,xxx,3.6667,2,2,"[['hap'], ['sur'], ['exc']]",210.29,212.31
Ses05M_impro03_M031,,hap,4,3.6667,2.6667,"[['hap'], ['exc'], ['hap']]",210.58,215.29
Ses05M_impro03_F030,,neu,4.3333,2.3333,2,"[['hap'], ['neu'], ['neu']]",215.03,216.65
Ses05M_impro03_M032,,hap,4.3333,3.6667,3,"[['hap'], ['exc'], ['hap']]",215.3,219.16
Ses05M_impro03_F031,,hap,4.3333,2.6667,2.6667,"[['hap'], ['hap'], ['exc']]",217.54,220.65
Ses05M_impro03_M033,,hap,4.6667,3.3333,3,"[['hap'], ['hap'], ['hap']]",219.75,221.9
Ses05F_script03_2_M000,,xxx,2.5,3.5,4,"[['fru'], ['ang'], ['oth']]",4.65,10.15
Ses05F_script03_2_F000,,neu,2.5,3,3,"[['fru'], ['neu'], ['neu']]",10.0461,13.35
Ses05F_script03_2_M001,,xxx,2.5,3.5,3.5,"[['fru'], ['ang'], ['oth']]",12.79,16.27
Ses05F_script03_2_F001,,neu,2,3,3.5,"[['fru'], ['neu'], ['neu']]",15.6,18.02
Ses05F_script03_2_M002,,xxx,2,3.5,4,"[['fru'], ['dis'], ['oth']]",17.31,21.49
Ses05F_script03_2_F002,,xxx,2.5,3,3.5,"[['fru'], ['hap'], ['neu']]",20.04,23.71
Ses05F_script03_2_M003,,xxx,2,3,3.5,"[['fru'], ['ang'], ['oth']]",23.11,26.79
Ses05F_script03_2_F003,,neu,2.5,3,3.5,"[['fru'], ['neu'], ['neu']]",26.41,29.53
Ses05F_script03_2_M004,,ang,2,3.5,3.5,"[['ang'], ['ang'], ['oth']]",29.09,32.58
Ses05F_script03_2_F004,,neu,2.5,2.5,3,"[['fru', 'exc'], ['neu'], ['neu']]",31.95,34.54
Ses05F_script03_2_M005,,ang,2,3.5,3.5,"[['ang'], ['ang'], ['oth']]",34.08,36.99
Ses05F_script03_2_F005,,neu,2.5,4,3,"[['fru'], ['neu'], ['neu']]",36.61,38.22
Ses05F_script03_2_M006,,fru,1.5,3.5,4,"[['fru'], ['sur'], ['fru', 'oth']]",37.95,39.05
Ses05F_script03_2_F006,,neu,4,3,4,"[['fru'], ['neu'], ['neu']]",38.78,42.62
Ses05F_script03_2_M007,,xxx,1.5,4,4,"[['ang'], ['sur'], ['oth']]",41.74,43.67
Ses05F_script03_2_F007,,xxx,2.5,3,4,"[['fru'], ['ang'], ['neu']]",43.12,47.71
Ses05F_script03_2_M008,,ang,1.5,3,4.5,"[['ang'], ['ang'], ['oth']]",47.06,49.8
Ses05F_script03_2_F008,,fru,2,2.5,3.5,"[['fru'], ['fru'], ['oth']]",48.98,54.02
Ses05F_script03_2_M009,,neu,2.5,3,3,"[['fru'], ['neu'], ['neu']]",53.59,58.34
Ses05F_script03_2_F009,,xxx,3,2.5,2.5,"[['fru'], ['neu'], ['oth']]",57.94,59.61
Ses05F_script03_2_M010,,neu,3,3.5,3,"[['fru'], ['neu'], ['neu']]",59.08,61.55
Ses05F_script03_2_F010,,neu,2,3,3.5,"[['fru'], ['neu'], ['neu']]",61.23,64.73
Ses05F_script03_2_M011,,xxx,3,2.5,3.5,"[['fru'], ['ang'], ['oth']]",64.24,67.92
Ses05F_script03_2_F011,,neu,2,3,3.5,"[['fru'], ['neu'], ['neu']]",67.34,70.79
Ses05F_script03_2_M012,,xxx,2,3,4.5,"[['fru'], ['ang'], ['oth']]",70.35,76.42
Ses05F_script03_2_F012,,neu,2.5,2.5,3.5,"[['fru'], ['neu'], ['neu']]",75.78,78.16
