speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses04F_impro03_M',032,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro03_F',035,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',033,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',036,b'',exc,,b,aa,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro03_M',034,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',037,b'',xxx,,sv,sv,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro03_F',038,b'',exc,,sv,sd,ad,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',035,b'',neu,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro03_F',039,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',036,b'',exc,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04F_impro03_M',037,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',040,b'',exc,,ba,"fo_o_fw_""_by_bc",b,fc,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',041,b'',exc,,b,sd,ba,fc,ba,ba,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04F_impro03_M',038,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',042,b'',exc,,sv,sd,sv,sv,fc,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro03_M',039,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',043,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',040,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',041,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',044,b'',exc,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_impro03_M',042,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',043,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',045,b'',exc,,qw,qy,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_impro03_M',044,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',046,b'',xxx,,sd,qy^d,qy^d,qy,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro03_M',045,b'',xxx,,aa,b,aa,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro03_F',047,b'',exc,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro03_M',046,b'',xxx,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro03_F',048,b'',exc,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro03_M',047,b'',neu,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro03_F',049,b'',xxx,,sd,sd,sd,qh,sv,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses04F_impro03_F',050,b'',exc,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro03_M',048,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro03_F',051,b'',exc,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro03_M',049,b'',xxx,,sd,sd,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_impro03_F',052,b'',exc,,x,sd,x,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_impro03_M',050,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',000,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',000,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',001,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',002,b'',xxx,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses04F_script01_3_M',001,b'',xxx,,sv,qy^d,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_F',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',002,b'',xxx,,br,qw,qw,qw,bh,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_F',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',003,b'',xxx,,b,sd,b,fc,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',005,b'',xxx,,qy^d,qy^d,qy^d,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_script01_3_M',004,b'',ang,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',005,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',006,b'',xxx,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_F',008,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_M',007,b'',xxx,,qy,qy,qy,qh,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_M',008,b'',neu,,sd,sd,sv,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',009,b'',hap,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_M',009,b'',hap,,sd,fc,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_M',010,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',011,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',012,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',013,b'',xxx,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_F',010,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',014,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',011,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',015,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_F',012,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',016,b'',xxx,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_F',013,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',017,b'',xxx,,qw,qh,^q,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_F',014,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',018,b'',hap,,sd,sd,ad,^q,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',019,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',015,b'',hap,,sd,qy,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_M',020,b'',hap,,sd,sd,^q,^q,sd,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04F_script01_3_F',016,b'',xxx,,sv,sv,sv,qy,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_M',021,b'',xxx,,sd,sd,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_F',017,b'',xxx,,qy,sd,ad,qy,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',018,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',022,b'',xxx,,ad,^q,ad,^h,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',019,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_M',023,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',020,b'',xxx,,sd,sv,sv,qh,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_M',024,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_F',021,b'',xxx,,sd,ad,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_M',025,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',022,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',026,b'',sad,,sv,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04F_script01_3_M',027,b'',sad,,qy,qy^d,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_F',023,b'',neu,,b,aa,na,b,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',028,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',024,b'',sad,,qw,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_M',029,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',025,b'',xxx,,ba,ba,ba,ba,b,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_M',030,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_M',031,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',032,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',033,b'',sad,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_M',034,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',035,b'',sad,,qy,sv,sd,sv,qy^d,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',036,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',037,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',038,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',039,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',040,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',041,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',042,b'',xxx,,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04F_script01_3_M',043,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_M',044,b'',sad,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04F_script01_3_M',045,b'',sad,,sv,sv,sv,sv,aa,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_script01_3_F',026,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',046,b'',xxx,,sd,^q,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',027,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_F',028,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',029,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_script01_3_M',047,b'',hap,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04F_script01_3_F',030,b'',hap,,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_F',000,b'',neu,,qh,qh,ad,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',001,b'',xxx,,sd,sd,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',002,b'',sur,,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_script01_1_M',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',003,b'',xxx,,qw,qw,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',004,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',004,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',005,b'',xxx,,qy^d,sd,qy^d,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',005,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',006,b'',xxx,,qw,sd,qw,sd,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',006,b'',xxx,,sv,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_F',007,b'',sad,,sd,sv,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_M',007,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',008,b'',sur,,br,br,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_script01_1_M',008,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',009,b'',fru,,qw,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_M',009,b'',xxx,,sd,sd,sv,qh,sd,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses04M_script01_1_F',010,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',010,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_1_M',011,b'',xxx,,qw,qh,qw,^q,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',012,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',011,b'',ang,,fc,sv,ad,sv,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',013,b'',ang,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_F',012,b'',ang,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_M',014,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',013,b'',ang,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04M_script01_1_M',015,b'',xxx,,fc,fc,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_F',014,b'',xxx,,sv,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',016,b'',fru,,fc,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_F',015,b'',neu,,br,qw,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_1_M',017,b'',fru,,sv,qh,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_F',016,b'',xxx,,sd,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_M',018,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',017,b'',neu,,sd,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_1_M',019,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',018,b'',ang,,qw,qo,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',020,b'',xxx,,sd,sd,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04M_script01_1_F',019,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',021,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',020,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',022,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',021,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',023,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',022,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',023,b'',fru,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_F',024,b'',fru,,qw,qh,^q,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_M',024,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',025,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',025,b'',fru,,ba,^2,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_F',026,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',026,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',027,b'',neu,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_M',027,b'',xxx,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_F',028,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',028,b'',xxx,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_1_F',029,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',029,b'',fru,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04M_script01_1_F',030,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',030,b'',fru,,br,sd,qy,qy,b,qy,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses04M_script01_1_F',031,b'',fru,,sd,sd,ad,na,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',031,b'',neu,,sd,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_F',032,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',032,b'',neu,,sd,sd,^q,sv,na,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',033,b'',neu,,ad,ad,ad,ad,ad,ad,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',033,b'',fru,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_M',034,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',034,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',035,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',035,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',036,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',036,b'',ang,,qy,qy,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses04M_script01_1_M',037,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',037,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',038,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',039,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_F',038,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',040,b'',neu,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_F',039,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',041,b'',neu,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_F',040,b'',ang,,sv,qy,sv,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',042,b'',fru,,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_F',041,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses04M_script01_1_M',043,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses04M_script01_1_F',042,b'',xxx,,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses04M_script01_1_M',044,b'',fru,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses04M_script01_1_F',043,b'',xxx,,ba,ba,sv,sd,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro02_M',000,b'',sad,,sd,qy^d,sd,bf,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses04F_impro02_F',000,b'',sad,,sd,sd,sd,sd,b,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro02_M',001,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses04F_impro02_F',001,b'',sad,,sd,sd,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Ses04F_impro02_M',002,b'',fru,,sd,sd,sd,sd,h,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses04F_impro02_F',002,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
